SatCatId,ObjectName,LaunchYear,OrbitalPeriod,LaunchMass,StatusCode,Inclination,Status,UcsData,OrbitClassEstimated,LaunchSiteCountry,Owner,UseType,LaunchVehicleClass,Purpose
11301,COSMOS 1086,1979,115.4,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11302,COSMOS 1087,1979,115.86,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11303,COSMOS 1088,1979,116.11,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11306,OPS 6675,1979,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
11308,COSMOS 1089,1979,104.7,-1.0,UNK,82.97,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11320,COSMOS 1091,1979,104.74,-1.0,UNK,82.92,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11326,COSMOS 1092,1979,104.68,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11343,RADUGA 5,1979,1435.93,-1.0,-,5.89,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11353,OPS 6392 (FLTSATCOM 2),1979,1461.28,-1.0,-,8.24,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
11378,COSMOS 1104,1979,104.65,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11389,OPS 5390 (DMSP 5D-1 F4),1979,100.75,-1.0,-,98.6,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
11397,OPS 7484 (DSP 8),1979,1458.23,-1.0,-,7.77,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
11416,NOAA 6,1979,100.33,-1.0,-,98.59,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
11417,COSMOS 1109,1979,715.12,-1.0,UNK,70.57,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11425,COSMOS 1110,1979,100.41,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11440,GORIZONT 2,1979,1436.26,-1.0,-,6.32,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11484,WESTAR 3,1979,1440.79,-1.0,UNK,10.64,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
11510,COSMOS 1125,1979,100.42,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11538,COSMOS 1130,1979,114.63,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11539,COSMOS 1131,1979,114.8,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11540,COSMOS 1132,1979,114.95,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11541,COSMOS 1133,1979,115.12,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11542,COSMOS 1134,1979,115.29,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11543,COSMOS 1135,1979,115.47,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11544,COSMOS 1136,1979,115.63,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11545,COSMOS 1137,1979,115.83,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11558,OPS 1948,1979,1437.15,-1.0,UNK,5.87,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
11561,EKRAN 4,1979,1435.38,-1.0,-,6.18,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11573,COSMOS 1140,1979,100.17,-1.0,UNK,74.06,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11585,COSMOS 1141,1979,104.56,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11605,METEOR 2-5,1979,102.31,-1.0,UNK,81.21,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11621,OPS 9443 (DSCS 2-13),1979,1506.29,-1.0,-,10.72,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
11622,OPS 9444 (DSCS 2-14),1979,1464.12,-1.0,-,9.0,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
11635,SATCOM 3,1979,788.93,-1.0,UNK,8.51,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
11648,GORIZONT 3,1979,1436.44,-1.0,-,6.51,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11667,COSMOS 1150,1980,104.83,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11669,OPS 6393 (FLTSATCOM 3),1980,1436.57,-1.0,UNK,6.66,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
11680,COSMOS 1153,1980,104.82,-1.0,UNK,82.93,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11690,NAVSTAR 5 (OPS 5117),1980,717.92,-1.0,-,64.62,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
11691,COSMOS 1156,1980,114.57,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11692,COSMOS 1157,1980,114.78,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11693,COSMOS 1158,1980,114.98,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11694,COSMOS 1159,1980,115.19,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11695,COSMOS 1160,1980,115.41,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11696,COSMOS 1161,1980,115.65,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11697,COSMOS 1162,1980,115.87,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11698,COSMOS 1163,1980,116.13,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11708,RADUGA 6,1980,1436.6,-1.0,-,6.3,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11715,AYAME-2 (ECS-B),1980,820.54,-1.0,-,9.33,Inactive,0,MEO,Japan,Japan,Unknown,Unknown,Unknown
11720,OPS 7245,1980,94.24,-1.0,UNK,63.24,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
11731,EP 1,1980,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
11732,EP 2,1980,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
11735,COSMOS 1168,1980,104.71,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11750,COSMOS 1171,1980,104.82,-1.0,UNK,65.84,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11765,COSMOS 1174,1980,98.93,-1.0,UNK,66.08,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11783,NAVSTAR 6 (OPS 5118),1980,707.77,-1.0,-,61.95,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
11788,COSMOS 1176,1980,103.36,-1.0,UNK,64.83,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11803,COSMOS 1181,1980,104.79,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11841,GORIZONT 4,1980,1460.02,-1.0,-,7.74,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11852,OPS 1292,1980,112.18,-1.0,UNK,96.61,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
11869,COSMOS 1190,1980,100.38,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11871,COSMOS 1191,1980,716.96,-1.0,UNK,65.74,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11875,COSMOS 1192,1980,114.54,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11876,COSMOS 1193,1980,114.75,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11877,COSMOS 1194,1980,114.94,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11878,COSMOS 1195,1980,115.14,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11879,COSMOS 1196,1980,115.35,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11880,COSMOS 1197,1980,115.57,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11881,COSMOS 1198,1980,115.78,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11882,COSMOS 1199,1980,116.02,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11890,EKRAN 5,1980,1436.55,-1.0,-,11.33,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
11896,MOLNIYA 3-13,1980,717.88,-1.0,UNK,63.76,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11962,METEOR 2-6,1980,102.05,-1.0,UNK,81.22,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
11964,GOES 4,1980,1451.22,-1.0,-,8.5,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12003,RADUGA 7,1980,1434.51,-1.0,-,6.52,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12032,COSMOS 1217,1980,716.33,-1.0,UNK,70.07,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12046,OPS 6394 (FLTSATCOM 4),1980,1455.28,-1.0,-,8.5,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12065,SBS 1,1980,1442.62,-1.0,UNK,10.4,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12078,COSMOS 1223,1980,717.04,-1.0,UNK,72.98,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12087,COSMOS 1225,1980,104.75,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12089,INTELSAT 502,1980,1456.17,-1.0,-,11.62,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
12091,COSMOS 1226,1980,104.75,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12093,OPS 5805,1980,717.78,-1.0,UNK,63.96,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
12107,COSMOS 1228,1980,114.41,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12108,COSMOS 1229,1980,114.64,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12109,COSMOS 1230,1980,114.47,-1.0,UNK,73.99,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12110,COSMOS 1231,1980,114.55,-1.0,UNK,73.99,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12111,COSMOS 1232,1980,114.62,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12112,COSMOS 1233,1980,114.69,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12113,COSMOS 1234,1980,114.59,-1.0,UNK,73.99,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12114,COSMOS 1235,1980,114.63,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12120,EKRAN 6,1980,1436.85,-1.0,-,6.81,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12138,COSMOS 1238,1981,102.04,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12149,COSMOS 1241,1981,104.94,-1.0,UNK,65.83,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12295,KIKU-3 (ETS-IV),1981,239.52,-1.0,-,28.44,Inactive,0,MEO,Japan,Japan,Unknown,Unknown,Unknown
12297,COSMOS 1244,1981,104.71,-1.0,UNK,82.95,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12303,COSMOS 1247,1981,711.12,-1.0,UNK,68.84,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12309,ESIAFI 1 (COMSTAR 4),1981,1436.26,-1.0,-,9.16,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12319,COSMOS 1249,1981,103.84,-1.0,UNK,64.97,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12320,COSMOS 1250,1981,114.44,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12321,COSMOS 1251,1981,114.61,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12322,COSMOS 1252,1981,114.76,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12323,COSMOS 1253,1981,115.58,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12324,COSMOS 1254,1981,114.91,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12325,COSMOS 1255,1981,115.06,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12326,COSMOS 1256,1981,115.24,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12327,COSMOS 1257,1981,115.4,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12339,OPS 7350 (DSP 9),1981,1457.04,-1.0,UNK,8.6,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12351,RADUGA 8,1981,1435.01,-1.0,-,6.86,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12376,COSMOS 1261,1981,716.72,-1.0,UNK,68.63,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12388,COSMOS 1263,1981,100.86,-1.0,UNK,82.86,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12409,COSMOS 1266,1981,103.55,-1.0,UNK,64.76,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12418,OPS 7225,1981,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
12442,COSMOS 1269,1981,100.49,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12456,METEOR 2-7,1981,102.06,-1.0,UNK,81.26,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12458,NOVA 1,1981,108.82,-1.0,UNK,89.85,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
12472,GOES 5,1981,1436.39,-1.0,-,9.78,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12474,INTELSAT 501,1981,1456.7,-1.0,-,11.32,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
12504,COSMOS 1275,1981,104.76,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12544,METEOSAT-2,1981,1458.61,-1.0,-,10.67,Inactive,0,GSO,French Guiana,ESA,Unknown,Unknown,Unknown
12545,APPLE,1981,1439.58,-1.0,-,7.58,Inactive,0,GSO,French Guiana,India,Unknown,Unknown,Unknown
12546,CAT 3,1981,320.73,-1.0,-,10.22,Inactive,0,MEO,French Guiana,ESA,Unknown,Unknown,Unknown
12553,NOAA 7,1981,101.57,-1.0,-,98.83,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
12564,EKRAN 7,1981,1435.39,-1.0,-,7.09,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12585,METEOR PRIRODA,1981,90.26,-1.0,UNK,97.46,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12618,RADUGA 9,1981,1436.05,-1.0,-,7.15,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12624,DYNAMICS EXPLORER 1,1981,408.06,-1.0,UNK,90.92,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
12627,COSMOS 1285,1981,727.07,-1.0,UNK,68.33,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12635,FLTSATCOM 5,1981,1460.38,-1.0,-,14.37,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12636,COSMOS 1287,1981,115.72,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12637,COSMOS 1288,1981,115.5,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12638,COSMOS 1289,1981,114.77,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12639,COSMOS 1290,1981,114.94,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12640,COSMOS 1291,1981,115.12,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12641,COSMOS 1292,1981,115.32,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12642,COSMOS 1293,1981,114.58,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12643,COSMOS 1294,1981,114.4,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12645,INTERCOSMOS 22,1981,101.49,-1.0,UNK,81.22,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12677,HIMAWARI-2 (GMS-2),1981,1446.47,-1.0,-,8.49,Inactive,0,GSO,Japan,Japan,Unknown,Unknown,Unknown
12681,COSMOS 1295,1981,104.6,-1.0,UNK,82.91,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12783,COSMOS 1299,1981,103.93,-1.0,UNK,65.12,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12785,COSMOS 1300,1981,91.73,-1.0,UNK,82.48,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12791,COSMOS 1302,1981,100.35,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12803,COSMOS 1304,1981,103.76,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12818,COSMOS 1305,1981,263.62,-1.0,UNK,62.77,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12835,COSMOS 1308,1981,104.68,-1.0,UNK,82.92,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12848,AUREOLE 3,1981,99.0,-1.0,UNK,82.47,Inactive,0,LEO,Russia,France,Unknown,Unknown,Unknown
12855,SBS 2,1981,1437.67,-1.0,-,10.64,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12879,COSMOS 1312,1981,115.91,-1.0,UNK,82.61,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12897,RADUGA 10,1981,1436.25,-1.0,-,7.26,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
12930,OPS 4029,1981,1435.39,-1.0,UNK,5.57,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12933,COSMOS 1317,1981,719.19,-1.0,UNK,71.5,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12967,SATCOM 3R,1981,1438.06,-1.0,UNK,12.37,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
12975,COSMOS 1320,1981,117.26,-1.0,UNK,73.99,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12976,COSMOS 1321,1981,117.23,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12977,COSMOS 1322,1981,117.19,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12978,COSMOS 1323,1981,117.15,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12979,COSMOS 1324,1981,117.1,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12980,COSMOS 1325,1981,117.06,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12981,COSMOS 1326,1981,116.99,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12982,COSMOS 1327,1981,116.92,-1.0,UNK,73.98,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12987,COSMOS 1328,1981,94.11,-1.0,UNK,82.49,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12994,INTELSAT 503,1981,1447.68,-1.0,-,11.58,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
12997,RADIO 3,1981,118.43,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12998,RADIO 8,1981,119.68,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
12999,RADIO 5,1981,119.47,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13000,RADIO 4,1981,119.31,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13001,RADIO 7,1981,119.11,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13002,RADIO 6,1981,118.63,-1.0,UNK,82.96,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13010,MARECS-A,1981,1515.16,-1.0,-,11.95,Inactive,0,HEO,French Guiana,ESA,Unknown,Unknown,Unknown
13011,CAT 4,1981,438.13,-1.0,-,10.47,Inactive,0,MEO,French Guiana,ESA,Unknown,Unknown,Unknown
13012,MOLNIYA 1-52,1981,717.35,-1.0,UNK,61.57,Inactive,0,MEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
13027,COSMOS 1331,1982,100.17,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13033,COSMOS 1333,1982,104.85,-1.0,UNK,82.94,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13035,SATCOM 4,1982,1445.93,-1.0,UNK,13.02,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
13056,EKRAN 8,1982,1440.87,-1.0,-,7.61,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
13065,COSMOS 1339,1982,104.67,-1.0,UNK,82.9,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13069,WESTAR 4,1982,1443.29,-1.0,UNK,12.88,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
13070,MOLNIYA 1-53,1982,717.97,-1.0,UNK,63.25,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13080,COSMOS 1341,1982,717.7,-1.0,UNK,71.23,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13083,INTELSAT 504,1982,1451.24,-1.0,-,11.69,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
13086,OPS 8701 (DSP 10),1982,1466.52,-1.0,P,9.77,Active,0,GSO,USA,USA,Unknown,Unknown,Unknown
13092,GORIZONT 5,1982,1461.46,-1.0,-,8.88,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
13110,COSMOS 1344,1982,104.79,-1.0,UNK,82.92,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13113,METEOR 2-8,1982,103.93,-1.0,UNK,82.54,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13124,COSMOS 1348,1982,719.03,-1.0,UNK,71.84,Inactive,0,MEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13127,COSMOS 1349,1982,104.8,-1.0,UNK,82.93,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13129,INSAT-1A,1982,1435.15,-1.0,-,7.67,Inactive,0,GSO,USA,India,Unknown,Unknown,Unknown
13148,COSMOS 1354,1982,100.51,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13160,COSMOS 1357,1982,114.64,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13161,COSMOS 1358,1982,114.83,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13162,COSMOS 1359,1982,115.01,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13163,COSMOS 1360,1982,115.18,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13164,COSMOS 1361,1982,115.37,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13165,COSMOS 1362,1982,115.56,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13166,COSMOS 1363,1982,115.74,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13167,COSMOS 1364,1982,115.95,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
13172,OPS 6553,1982,95.77,-1.0,UNK,95.98,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
13175,COSMOS 1365,1982,103.61,-1.0,UNK,65.07,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
13177,COSMOS 1366,1982,1435.96,-1.0,UNK,8.84,Inactive,0,GSO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
