SatCatId,ObjectName,LaunchYear,OrbitalPeriod,LaunchMass,StatusCode,Inclination,Status,UcsData,OrbitClassEstimated,LaunchSiteCountry,Owner,UseType,LaunchVehicleClass,Purpose
1806,EXPLORER 31 (ISIS-X),1965,119.2,-1.0,UNK,79.78,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
1814,FR 1,1965,97.88,-1.0,UNK,75.87,Inactive,0,LEO,USA,France,Unknown,Unknown,Unknown
1864,OPS 1509 (TRANSIT 10),1965,104.43,-1.0,UNK,89.06,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
1952,OPS 1593 (TRANSIT 11),1966,105.26,-1.0,UNK,90.15,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
1982,ESSA 1 (OT-3),1966,99.43,-1.0,-,97.84,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2016,DIAPASON (D1-A),1966,113.76,-1.0,UNK,34.09,Inactive,0,LEO,Algeria,France,Unknown,Unknown,Unknown
2091,ESSA 2 (OT-2),1966,113.44,-1.0,-,101.24,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2119,OPS 1117 (TRANSIT 12),1966,104.7,-1.0,UNK,89.61,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2121,OV1-4,1966,103.8,-1.0,UNK,144.51,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2122,OV1-5,1966,105.41,-1.0,UNK,144.64,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2125,OPS 0340,1966,98.61,-1.0,UNK,98.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2142,OAO 1,1966,100.38,-1.0,UNK,35.04,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2150,OPS 1527 (OV3-1),1966,114.69,-1.0,UNK,82.37,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2173,NIMBUS 2,1966,107.97,-1.0,-,100.55,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2176,OPS 0082 (TRANSIT 13),1966,102.55,-1.0,UNK,90.23,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2201,OPS 1427 (OV3-4),1966,142.56,-1.0,UNK,40.89,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2207,OPS 9381 (GGTS),1966,1333.2,-1.0,-,8.22,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2215,OPS 9311 (IDSCS 1),1966,1334.44,-1.0,-,8.24,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2216,OPS 9312 (IDSCS 2),1966,1335.18,-1.0,-,8.22,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2217,OPS 9313 (IDSCS 3),1966,1336.37,-1.0,-,8.2,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2218,OPS 9314 (IDSCS 4),1966,1338.47,-1.0,-,8.12,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2219,OPS 9315 (IDSCS 5),1966,1340.79,-1.0,-,8.11,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2220,OPS 9316 (IDSCS 6),1966,1343.84,-1.0,-,8.02,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2221,OPS 9317 (IDSCS 7),1966,1347.42,-1.0,-,7.98,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2258,EXPLORER 33 (AIMP-D),1966,38792.36,-1.0,UNK,24.14,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
2389,OV3-3,1966,107.6,-1.0,UNK,81.33,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2401,OPS 2366 (TRANSIT 14),1966,106.36,-1.0,UNK,88.84,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2403,OPS 0856,1966,167.47,-1.0,UNK,90.33,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2411,SECOR 7 (EGRS 7),1966,167.52,-1.0,UNK,90.33,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2412,ERS 15,1966,167.62,-1.0,UNK,90.33,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2418,OPS 6026 (DMSP 4A F1),1966,99.75,-1.0,-,98.31,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2435,ESSA 3 (TOS-A),1966,114.57,-1.0,-,101.08,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2481,OPS 1920,1966,167.59,-1.0,UNK,89.84,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2514,INTELSAT 2-F1,1966,718.33,-1.0,-,17.22,Inactive,0,MEO,USA,INTELSAT,Unknown,Unknown,Unknown
2520,SECOR 8 (EGRS 8),1966,167.66,-1.0,UNK,89.84,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2608,ATS 1,1966,1434.31,-1.0,-,4.38,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
2610,OV1-9,1966,138.53,-1.0,UNK,99.11,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2639,INTELSAT 2-F2,1967,1436.69,-1.0,-,2.65,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
2645,OPS 9321 (IDSCS 8),1967,1329.43,-1.0,-,7.91,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2649,OPS 9322 (IDSCS 9),1967,1329.86,-1.0,-,7.86,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2650,OPS 9323 (IDSCS 10),1967,1330.6,-1.0,-,7.85,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2651,OPS 9324 (IDSCS 11),1967,1332.03,-1.0,-,7.82,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2652,OPS 9325 (IDSCS 12),1967,1334.03,-1.0,-,7.81,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2653,OPS 9326 (IDSCS 13),1967,1336.43,-1.0,-,7.73,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2654,OPS 9327 (IDSCS 14),1967,1339.39,-1.0,-,7.7,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2655,OPS 9328 (IDSCS 15),1967,1342.91,-1.0,-,7.6,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2657,ESSA 4 (TOS-B),1967,113.4,-1.0,-,102.09,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2669,OPS 6073 (DMSP 4A F2),1967,100.83,-1.0,-,99.1,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2674,DIADEME 1,1967,97.89,-1.0,UNK,39.91,Inactive,0,LEO,Algeria,France,Unknown,Unknown,Unknown
2680,DIADEME 2,1967,107.36,-1.0,UNK,39.44,Inactive,0,LEO,Algeria,France,Unknown,Unknown,Unknown
2717,INTELSAT 2-F3,1967,1435.9,-1.0,-,3.5,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
2754,OPS 0100 (TRANSIT 15),1967,106.09,-1.0,UNK,90.23,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2757,ESSA 5,1967,113.52,-1.0,-,101.98,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2765,OPS 6638 (VELA 7),1967,6693.48,-1.0,UNK,38.95,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
2766,OPS 6679 (VELA 8),1967,6770.57,-1.0,UNK,34.38,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
2767,ERS 18,1967,2831.24,-1.0,UNK,35.17,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
2768,ERS 20 (OV5-3),1967,2830.97,-1.0,UNK,35.12,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
2769,ERS 27 (OV5-1),1967,2826.75,-1.0,UNK,37.51,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
2801,COSMOS 158,1967,100.22,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
2807,OPS 7218 (TRANSIT 16),1967,106.61,-1.0,UNK,89.68,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2826,OPS 5712 (P/L 160),1967,97.76,-1.0,+,69.92,Active,0,LEO,USA,USA,Unknown,Unknown,Unknown
2828,GGSE 4,1967,103.0,-1.0,UNK,69.97,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2834,GGSE 5,1967,103.14,-1.0,UNK,69.97,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2847,TIMATION 1,1967,102.65,-1.0,UNK,69.97,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2861,SECOR 9 (EGRS 9),1967,172.11,-1.0,UNK,89.99,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2862,OPS 9331 (IDSCS 16),1967,1309.63,-1.0,-,2.33,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2863,OPS 9332 (IDSCS 17),1967,1310.32,-1.0,-,2.31,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2864,OPS 9333 (IDSCS 18),1967,1311.64,-1.0,-,2.24,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2865,OPS 9334 (IDSCS 19),1967,1313.58,-1.0,-,2.18,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2866,LES-5,1967,1315.97,-1.0,P,2.08,Active,0,MEO,USA,USA,Unknown,Unknown,Unknown
2867,DODGE 1,1967,1319.07,-1.0,UNK,1.96,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2872,SURCAL 159,1967,102.89,-1.0,+,69.97,Active,0,LEO,USA,USA,Unknown,Unknown,Unknown
2873,OPS 5712 (P/L 152),1967,102.97,-1.0,UNK,69.97,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2874,OPS 5712 (P/L 153),1967,103.09,-1.0,+,69.97,Active,0,LEO,USA,USA,Unknown,Unknown,Unknown
2876,AURORA 1,1967,172.13,-1.0,UNK,89.99,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
2920,OPS 7202 (DMSP 4A F3),1967,101.75,-1.0,-,98.61,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2965,OPS 4947 (TRANSIT 17),1967,106.4,-1.0,UNK,89.25,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
2969,INTELSAT 2-F4,1967,1435.24,-1.0,-,3.48,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
2980,OPS 1264 (DMSP 4A F4),1967,98.45,-1.0,-,99.21,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3029,ATS 3,1967,1436.1,-1.0,-,2.57,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
3035,ESSA 6 (TOS-D),1967,114.81,-1.0,-,102.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3047,COSMOS 192,1967,98.81,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
3081,COSMOS 198,1967,103.35,-1.0,UNK,65.14,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
3093,EXPLORER 36 (GEOS 2),1968,112.18,-1.0,UNK,105.8,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3129,COSMOS 203,1968,109.23,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
3133,OPS 7034 (TRANSIT 18),1968,106.54,-1.0,UNK,90.02,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3158,COSMOS 209,1968,103.01,-1.0,UNK,65.33,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
3173,OV1-13,1968,198.41,-1.0,UNK,99.93,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3174,OV1-14,1968,206.69,-1.0,UNK,100.0,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3229,COSMOS 220,1968,97.28,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
3266,OPS 7869 (DMSP 4B F1),1968,101.71,-1.0,-,98.56,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3284,OPS 9341 (IDSCS 20),1968,1335.14,-1.0,-,6.73,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3285,OPS 9342 (IDSCS 21),1968,1335.57,-1.0,-,6.76,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3286,OPS 9343 (IDSCS 22),1968,1336.32,-1.0,-,6.74,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3287,OPS 9344 (IDSCS 23),1968,1337.78,-1.0,-,6.7,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3288,OPS 9345 (IDSCS 24),1968,1339.8,-1.0,-,6.62,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3289,OPS 9346 (IDSCS 25),1968,1342.18,-1.0,-,6.59,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3290,OPS 9347 (IDSCS 26),1968,1345.36,-1.0,-,6.46,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3291,OPS 9348 (IDSCS 27),1968,1348.72,-1.0,-,6.42,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3307,EXPLORER 38 (RAE-A),1968,224.16,-1.0,UNK,120.88,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3334,OPS 2222,1968,1450.82,-1.0,-,6.52,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
3338,EXPLORER 40 (INJUN 5),1968,117.7,-1.0,UNK,80.66,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3345,ESSA 7 (TOS-E),1968,114.92,-1.0,-,101.52,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3428,OV2-5,1968,1417.93,-1.0,-,1.54,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
3430,ERS 21 (OV5-4),1968,1435.75,-1.0,-,3.0,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
3431,LES-6,1968,1436.79,-1.0,-,1.18,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
3504,COSMOS 249,1968,111.03,-1.0,UNK,62.35,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
3510,OPS 4078 (DMSP 4B F2),1968,100.83,-1.0,-,98.55,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3530,COSMOS 252,1968,111.78,-1.0,UNK,62.33,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
3576,COSMOS 256,1968,109.35,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
3597,OAO 2,1968,99.5,-1.0,UNK,34.99,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3605,OPS 7684,1968,114.22,-1.0,UNK,80.36,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3615,ESSA 8 (TOS-F),1968,114.63,-1.0,-,101.67,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3623,INTELSAT 3-F2,1968,1596.55,-1.0,-,4.62,Inactive,0,HEO,USA,INTELSAT,Unknown,Unknown,Unknown
3669,ISIS 1,1969,127.4,-1.0,UNK,88.46,Inactive,0,LEO,USA,Canada,Unknown,Unknown,Unknown
3673,OPS 2644,1969,113.96,-1.0,UNK,80.4,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3674,INTELSAT 3-F3,1969,1695.48,-1.0,-,10.1,Inactive,0,HEO,USA,INTELSAT,Unknown,Unknown,Unknown
3691,OPS 0757 (TACSAT),1969,1433.73,-1.0,-,2.25,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
3764,ESSA 9 (TOS-G),1969,115.21,-1.0,-,101.4,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3818,COSMOS 272,1969,109.26,-1.0,UNK,73.99,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
3825,OV1-19,1969,150.29,-1.0,UNK,104.7,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
3889,OPS 3148,1969,-1.0,-1.0,-,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
3890,NIMBUS 3,1969,107.25,-1.0,-,99.73,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3891,SECOR 13 (EGRS 13),1969,107.23,-1.0,UNK,99.68,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
3947,INTELSAT 3-F4,1969,1599.2,-1.0,-,4.39,Inactive,0,HEO,USA,INTELSAT,Unknown,Unknown,Unknown
3950,ERS 29 (OV5-5),1969,3119.99,-1.0,UNK,33.99,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
3951,ERS 26 (OV5-6),1969,3114.85,-1.0,UNK,32.95,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
3952,OV5-9,1969,3114.97,-1.0,UNK,32.93,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
3954,OPS 6909 (VELA 9),1969,6695.3,-1.0,UNK,88.56,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
3955,OPS 6911 (VELA 10),1969,6722.09,-1.0,UNK,62.55,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
4047,OPS 1127 (DMSP 4B F3),1969,100.74,-1.0,-,98.45,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4068,ATS 5,1969,1447.43,-1.0,-,0.56,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
4070,COSMOS 292,1969,98.95,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4132,SOICAL [CONE],1969,100.62,-1.0,UNK,69.99,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4138,COSMOS 304,1969,99.56,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4168,TEMPSAT 2,1969,103.15,-1.0,UNK,70.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4221,AZUR (GRS A),1969,95.22,-1.0,UNK,102.68,Inactive,0,LEO,USA,Germany,Unknown,Unknown,Unknown
4237,OPS 7613 (P/L 4),1969,103.16,-1.0,UNK,70.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4247,OPS 7613 (P/L 5),1969,103.16,-1.0,UNK,70.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4250,SKYNET 1A,1969,1436.05,-1.0,-,0.18,Inactive,0,GSO,USA,UK,Unknown,Unknown,Unknown
4254,COSMOS 312,1969,108.5,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4256,OPS 7613 (P/L 1),1969,102.92,-1.0,UNK,70.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4257,TIMATION 2,1969,103.13,-1.0,UNK,70.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4259,OPS 7613 (P/L 3),1969,103.22,-1.0,UNK,70.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4295,OPS 7613 (P/L 6),1969,103.18,-1.0,UNK,70.01,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4297,INTELSAT 3-F6,1970,1452.27,-1.0,-,0.47,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
4320,ITOS 1 (TIROS M),1970,115.01,-1.0,-,101.41,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4321,OSCAR 5 (AO-5),1970,115.0,-1.0,-,101.33,Inactive,0,LEO,USA,Australia,Unknown,Unknown,Unknown
4327,SERT 2,1970,105.98,-1.0,UNK,99.26,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4331,OPS 0054 (DMSP 5A F1),1970,100.39,-1.0,-,98.99,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4353,NATO 2A,1970,1436.09,-1.0,-,0.97,Inactive,0,GSO,USA,NATO,Unknown,Unknown,Unknown
4362,NIMBUS 4,1970,107.08,-1.0,-,99.95,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4363,TOPO 1,1970,106.93,-1.0,UNK,99.89,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4366,OPS 7044 (VELA 12),1970,6711.16,-1.0,UNK,87.6,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
4368,OPS 7033 (VELA 11),1970,6696.27,-1.0,UNK,86.19,Inactive,0,HEO,USA,USA,Unknown,Unknown,Unknown
4369,COSMOS 332,1970,99.1,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4376,INTELSAT 3-F7,1970,1434.52,-1.0,-,1.82,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
4382,DFH 1,1970,109.62,-1.0,UNK,68.42,Inactive,0,LEO,PRC,China,Unknown,Unknown,Unknown
4383,COSMOS 336,1970,115.42,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4384,COSMOS 337,1970,116.2,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4385,COSMOS 338,1970,115.81,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4386,COSMOS 339,1970,115.03,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4387,COSMOS 340,1970,114.62,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4388,COSMOS 341,1970,113.89,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4389,COSMOS 342,1970,113.53,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4390,COSMOS 343,1970,114.24,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4418,OPS 5346,1970,1436.39,-1.0,-,2.71,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
4419,METEOR 1-5,1970,101.69,-1.0,UNK,81.21,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4478,INTELSAT 3-F8,1970,1408.1,-1.0,-,4.88,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
4493,SKYNET 1B,1970,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,UK,Unknown,Unknown,Unknown
4507,NNSS 19 (TRANSIT 19),1970,106.56,-1.0,UNK,90.0,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4510,OPS 7329,1970,1436.78,-1.0,-,10.46,Inactive,0,GSO,USA,USA,Unknown,Unknown,Unknown
4512,OPS 0203 (DMSP 5A F2),1970,100.26,-1.0,-,98.85,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4564,COSMOS 367,1970,104.46,-1.0,UNK,65.28,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
4578,COSMOS 371,1970,98.93,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4588,COSMOS 372,1970,100.22,-1.0,UNK,74.05,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4594,COSMOS 374,1970,111.06,-1.0,UNK,62.94,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
4598,COSMOS 375,1970,111.0,-1.0,UNK,62.81,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
4630,OPS 5960 (DSP 1),1970,1197.83,-1.0,-,14.78,Inactive,0,MEO,USA,USA,Unknown,Unknown,Unknown
4783,COSMOS 381,1970,104.73,-1.0,UNK,74.03,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4786,COSMOS 382,1970,171.01,-1.0,UNK,55.86,Inactive,0,MEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
4793,NOAA 1,1970,114.83,-1.0,-,101.37,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4799,COSMOS 385,1970,104.58,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4881,INTELSAT 4-F2,1971,1456.92,-1.0,-,4.96,Inactive,0,GSO,USA,INTELSAT,Unknown,Unknown,Unknown
4902,NATO 2B,1971,1436.09,-1.0,-,1.74,Inactive,0,GSO,USA,NATO,Unknown,Unknown,Unknown
4922,COSMOS 394,1971,93.18,-1.0,UNK,65.82,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
4952,TANSEI-1 (MS-T1),1971,105.99,-1.0,-,29.67,Inactive,0,LEO,Japan,Japan,Unknown,Unknown,Unknown
4953,OPS 5268 (DMSP 5A F3),1971,99.86,-1.0,-,98.51,Inactive,0,LEO,USA,USA,Unknown,Unknown,Unknown
4964,COSMOS 397,1971,112.95,-1.0,UNK,65.72,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
5050,COSMOS 400,1971,104.94,-1.0,UNK,65.83,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5053,OPS 4788,1971,-1.0,-1.0,UNK,-1.0,Inactive,0,Unknown,USA,USA,Unknown,Unknown,Unknown
5104,ISIS 2,1971,113.58,-1.0,UNK,88.17,Inactive,0,LEO,USA,Canada,Unknown,Unknown,Unknown
5105,COSMOS 402,1971,104.87,-1.0,UNK,64.98,Inactive,0,LEO,Kazakhstan,Russia/USSR,Unknown,Unknown,Unknown
5174,COSMOS 407,1971,100.41,-1.0,UNK,74.04,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5180,COSMOS 409,1971,109.27,-1.0,UNK,74.0,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5204,OPS 3811 (DSP 2),1971,1466.97,-1.0,P,0.42,Active,0,GSO,USA,USA,Unknown,Unknown,Unknown
5210,COSMOS 411,1971,113.83,-1.0,UNK,74.01,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5211,COSMOS 412,1971,116.14,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5212,COSMOS 413,1971,115.77,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5213,COSMOS 414,1971,115.09,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5214,COSMOS 415,1971,115.43,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5215,COSMOS 416,1971,114.46,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5216,COSMOS 417,1971,114.15,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5217,COSMOS 418,1971,114.78,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
5238,COSMOS 422,1971,104.94,-1.0,UNK,74.02,Inactive,0,LEO,Russia,Russia/USSR,Unknown,Unknown,Unknown
