SatCatId,ObjectName,LaunchYear,Status,StatusCode,OrbitClass,LaunchMass,UcsData,OrbitalPeriod,LaunchSiteCountry,Owner,UseType,Purpose,LaunchVehicleClass,TLE1,TLE2
50840,STARLINK-3295,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50840U 22001AP  22110.91667824 -.00032062  00000+0 -20042-2 0  9995,2 50840  53.2152  68.2331 0002201  44.8784 134.8986 15.08860063  3593
50841,STARLINK-3300,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50841U 22001AQ  22110.91667824 -.00025449  00000+0 -15861-2 0  9990,2 50841  53.2162  68.2350 0002149  42.3451  77.4366 15.08848361  3592
50842,STARLINK-3302,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50842U 22001AR  22110.91667824  .00012309  00000+0  79008-3 0  9994,2 50842  53.2171  68.2367 0002246  42.1417 157.6012 15.08841479 17350
50843,STARLINK-3325,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50843U 22001AS  22110.91667824 -.00024446  00000+0 -15226-2 0  9993,2 50843  53.2178  68.2410 0002121  38.4644  41.3273 15.08849994 17278
50844,STARLINK-3326,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50844U 22001AT  22111.25001157 -.00018508  00000+0 -11472-2 0  9994,2 50844  53.2182  66.7345 0002308  46.6461 224.7212 15.08855453 17412
50845,STARLINK-3230,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50845U 22001AU  22111.25001157  .00050064  00000+0  31455-2 0  9999,2 50845  53.2180  66.7354 0001574  55.1344 336.2360 15.08792974 17365
50846,STARLINK-3308,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50846U 22001AV  22111.25001157 -.00019294  00000+0 -11970-2 0  9992,2 50846  53.2178  66.7362 0002256  39.1974 252.1304 15.08850983 17416
50847,STARLINK-3319,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50847U 22001AW  22111.25001157  .00633944  00000+0  37848-1 0  9996,2 50847  53.2170  66.7381 0002578  53.0673  98.4960 15.08354456 17321
50848,STARLINK-3315,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50848U 22001AX  22110.91667824 -.00019089  00000+0 -11842-2 0  9995,2 50848  53.2179  68.2246 0002114  42.0161 257.7694 15.08846688  3584
50849,STARLINK-3311,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50849U 22001AY  22111.25001157  .00026161  00000+0  16567-2 0  9991,2 50849  53.2177  66.7364 0002367  38.1918 213.1578 15.08816900 17332
50850,STARLINK-3312,2022,Active,+,LEO,-1.0,0,91.53,USA,USA,Unknown,Unknown,Unknown,1 50850U 22001AZ  22111.25001157  .00529798  00000+0  35988-2 0  9995,2 50850  53.2166  42.5877 0008637 276.9060 222.9214 15.72832655 17745
50851,STARLINK-3314,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 50851U 22001BA  22110.91667824  .00011346  00000+0  72972-3 0  9997,2 50851  53.2186  68.2239 0002071  40.4356 279.3062 15.08844255 17366
50984,FOSSASAT-2E2,2022,Active,+,LEO,-1.0,0,95.01,USA,Spain,Unknown,Unknown,Unknown,1 50984U 22002A   22110.40333466  .00018570  00000+0  96440-3 0  9993,2 50984  97.4893 178.6964 0013120 252.5338 107.4461 15.16081073 14655
50985,FOSSASAT-2E1,2022,Active,+,LEO,-1.0,0,95.01,USA,Spain,Unknown,Unknown,Unknown,1 50985U 22002B   22110.40428710  .00017917  00000+0  93064-3 0  9994,2 50985  97.4926 178.7475 0013451 254.5490 105.4258 15.16079208 14658
50986,UMBRA-02,2022,Active,+,LEO,-1.0,0,95.09,USA,USA,Unknown,Unknown,Unknown,1 50986U 22002C   22111.14559403  .00018155  00000+0  97958-3 0  9992,2 50986  97.4901 179.2571 0008801 256.1827 103.8426 15.14773672 14754
50987,FOSSASAT-2E4,2022,Active,+,LEO,-1.0,0,94.99,USA,Spain,Unknown,Unknown,Unknown,1 50987U 22002D   22111.18548764  .00020441  00000+0  10487-2 0  9997,2 50987  97.4929 179.5426 0013229 251.9328 108.0464 15.16489135 14777
50990,FOSSASAT-2E3,2022,Active,+,LEO,-1.0,0,95.01,USA,Spain,Unknown,Unknown,Unknown,1 50990U 22002G   22110.46938132  .00019435  00000+0  10078-2 0  9990,2 50990  97.4891 178.7665 0013216 249.9913 109.9897 15.16123523 14662
50991,FOSSASAT-2E6,2022,Active,+,LEO,-1.0,0,95.03,USA,Spain,Unknown,Unknown,Unknown,1 50991U 22002H   22110.41603791  .00016579  00000+0  86818-3 0  9998,2 50991  97.4939 178.7489 0012816 257.3731 102.6069 15.15816229 14657
50992,FLOCK 4X-8,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 50992U 22002J   22110.43252687  .00009906  00000+0  55003-3 0  9993,2 50992  97.4909 178.5389 0010142 269.5602  90.4468 15.13887366 14648
50993,ION SCV-004,2022,Active,+,LEO,-1.0,0,95.22,USA,Italy,Unknown,Unknown,Unknown,1 50993U 22002K   22111.14597325  .00002007  00000+0  12103-3 0  9993,2 50993  97.4906 179.1001 0007937 246.2544 113.7854 15.11868026 14748
50994,FLOCK 4X-44,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 50994U 22002L   22110.83025501  .00007741  00000+0  43103-3 0  9995,2 50994  97.4929 178.9563 0010588 266.4765  93.5256 15.13861074 14704
50995,MDASAT-1A,2022,Active,+,LEO,-1.0,0,95.18,USA,South Africa,Unknown,Unknown,Unknown,1 50995U 22002M   22111.18948235  .00005154  00000+0  29460-3 0  9999,2 50995  97.4852 179.1296 0008500 256.3867 103.6418 15.13097440 14754
50996,FLOCK 4X-2,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 50996U 22002N   22110.43369901  .00008043  00000+0  44771-3 0  9996,2 50996  97.4924 178.5532 0010506 268.4025  91.6003 15.13856447 14644
50997,FLOCK 4X-20,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 50997U 22002P   22110.43189753  .00005390  00000+0  30099-3 0  9992,2 50997  97.4920 178.5533 0010419 269.9129  90.0909 15.13896689 14646
51000,FLOCK 4X-30,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51000U 22002S   22110.43114673  .00011390  00000+0  63155-3 0  9993,2 51000  97.4871 178.4803 0010305 258.0088 101.9989 15.13896515 14641
51001,FOSSASAT-2E5,2022,Active,+,LEO,-1.0,0,95.01,USA,Spain,Unknown,Unknown,Unknown,1 51001U 22002T   22110.14646751  .00017395  00000+0  90364-3 0  9992,2 51001  97.4933 178.4933 0012803 258.4861 101.4935 15.16088351 14610
51002,KEPLER-18 (BLIP-A),2022,Active,+,LEO,-1.0,0,95.14,USA,Canada,Unknown,Unknown,Unknown,1 51002U 22002U   22110.49681961  .00007727  00000+0  43201-3 0  9999,2 51002  97.4865 178.5401 0010687 258.1503 101.8530 15.13709975 14652
51003,FLOCK 4X-22,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51003U 22002V   22110.75997914  .00006369  00000+0  35498-3 0  9997,2 51003  97.4906 178.8612 0010587 270.5648  89.4370 15.13895592 14691
51004,FLOCK 4X-5,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51004U 22002W   22110.82522876  .00006238  00000+0  34749-3 0  9990,2 51004  97.4877 178.8889 0011040 260.4198  99.5786 15.13917795 14703
51005,FLOCK 4X-41,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51005U 22002X   22111.15468665  .00005780  00000+0  32198-3 0  9990,2 51005  97.4859 179.1919 0010652 255.0099 104.9954 15.13955842 14758
51006,FLOCK 4X-3,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51006U 22002Y   22110.16320777  .00012953  00000+0  71554-3 0  9991,2 51006  97.4922 178.2955 0011135 268.7558  91.2398 15.13990505 14607
51007,FLOCK 4X-18,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51007U 22002Z   22110.22892180  .00009975  00000+0  55309-3 0  9991,2 51007  97.4879 178.3078 0011173 262.9795  97.0166 15.13924257 14616
51008,ICEYE-X16,2022,Active,+,LEO,-1.0,0,95.17,USA,Finland,Unknown,Unknown,Unknown,1 51008U 22002AA  22111.17897726  .00007202  00000+0  40731-3 0  9992,2 51008  97.4899 179.2036 0009434 259.3259 100.6910 15.13335939 14751
51009,FLOCK 4X-37,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51009U 22002AB  22111.15333107  .00014673  00000+0  80907-3 0  9998,2 51009  97.4924 179.2843 0011454 263.9810  96.0116 15.14024178 14753
51010,FLOCK 4X-15,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51010U 22002AC  22111.14769984  .00013269  00000+0  73164-3 0  9992,2 51010  97.4919 179.2973 0011530 261.7367  98.2557 15.14047271 14753
51011,FLOCK 4X-29,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51011U 22002AD  22111.15057932  .00015156  00000+0  83703-3 0  9994,2 51011  97.4867 179.2125 0011310 258.2843 101.7120 15.13960660 14752
51012,FLOCK 4X-27,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51012U 22002AE  22111.14990566  .00015197  00000+0  83909-3 0  9996,2 51012  97.4909 179.2725 0011506 266.9468  93.0447 15.13967699 14756
51014,SATLLA-2B,2022,Active,+,LEO,-1.0,0,95.08,USA,Israel,Unknown,Unknown,Unknown,1 51014U 22002AG  22110.12987880  .00011962  00000+0  64667-3 0  9996,2 51014  97.5004 178.4427 0011833 262.7992  97.1895 15.14776179 14602
51015,FLOCK 4X-12,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51015U 22002AH  22111.21331270  .00009403  00000+0  51905-3 0  9992,2 51015  97.4914 179.3424 0011776 260.4229  99.5672 15.14096346 14760
51016,FLOCK 4X-25,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51016U 22002AJ  22110.81910186  .00014369  00000+0  79309-3 0  9992,2 51016  97.4898 178.9322 0011236 270.7833  89.2111 15.13996506 14704
51017,FLOCK 4X-1,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51017U 22002AK  22111.14621114  .00013367  00000+0  73615-3 0  9991,2 51017  97.4872 179.2306 0011719 260.0580  99.9329 15.14087967 14757
51018,FLOCK 4X-42,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51018U 22002AL  22111.14764212  .00005594  00000+0  31054-3 0  9993,2 51018  97.4867 179.2107 0011253 254.9266 105.0721 15.14088153 14750
51020,FLOCK 4X-16,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51020U 22002AN  22111.14478799  .00015775  00000+0  86837-3 0  9999,2 51020  97.4866 179.2165 0011523 256.3185 103.6764 15.14067422 14759
51021,LEMUR-2-RAMONAMAE,2022,Active,+,LEO,-1.0,0,95.16,USA,USA,Unknown,Unknown,Unknown,1 51021U 22002AP  22111.18720171  .00011517  00000+0  64398-3 0  9996,2 51021  97.4915 179.2163 0007804 268.7176  91.3162 15.13614667 14750
51022,LEMUR-2-KING-JULIEN,2022,Active,+,LEO,-1.0,0,95.16,USA,USA,Unknown,Unknown,Unknown,1 51022U 22002AQ  22111.18908098  .00011540  00000+0  64626-3 0  9993,2 51022  97.4894 179.1850 0007637 266.0709  93.9649 15.13558179 14759
51023,FLOCK 4X-38,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51023U 22002AR  22111.14407770  .00015393  00000+0  84787-3 0  9991,2 51023  97.4917 179.2875 0011868 263.4260  96.5621 15.14046364 14756
51024,FLOCK 4X-32,2022,Active,+,LEO,-1.0,0,95.12,USA,USA,Unknown,Unknown,Unknown,1 51024U 22002AS  22111.14259891  .00015946  00000+0  87752-3 0  9990,2 51024  97.4923 179.2932 0011755 259.4895 100.5013 15.14073542 14751
51025,GRIZU-263A,2022,Active,+,LEO,-1.0,0,95.07,USA,Turkey,Unknown,Unknown,Unknown,1 51025U 22002AT  22111.11221735  .00012975  00000+0  69615-3 0  9991,2 51025  97.5016 179.4448 0012043 257.6703 102.3182 15.15020222 14754
51026,FLOCK 4X-26,2022,Active,+,LEO,-1.0,0,95.12,USA,USA,Unknown,Unknown,Unknown,1 51026U 22002AU  22111.13551923  .00005358  00000+0  29776-3 0  9990,2 51026  97.4882 179.2463 0011616 261.0519  98.9398 15.14063119 14759
51027,FLOCK 4X-43,2022,Active,+,LEO,-1.0,0,95.12,USA,USA,Unknown,Unknown,Unknown,1 51027U 22002AV  22110.80556742  .00005220  00000+0  29025-3 0  9993,2 51027  97.4881 178.9162 0011529 259.4391 100.5542 15.14058256 14705
51028,FLOCK 4X-13,2022,Active,+,LEO,-1.0,0,95.12,USA,USA,Unknown,Unknown,Unknown,1 51028U 22002AW  22111.13414945  .00005472  00000+0  30389-3 0  9993,2 51028  97.4879 179.2421 0011558 256.1492 103.8454 15.14076642 14755
51029,FLOCK 4X-39,2022,Active,+,LEO,-1.0,0,95.12,USA,USA,Unknown,Unknown,Unknown,1 51029U 22002AX  22110.87375353  .00005771  00000+0  31961-3 0  9992,2 51029  97.4879 178.9778 0011710 256.1900 103.8028 15.14152713 14718
51030,SICH-2-30 (SICH-2-1),2022,Active,+,LEO,-1.0,0,95.18,USA,Ukraine,Unknown,Unknown,Unknown,1 51030U 22002AY  22111.20212884  .00003709  00000+0  21352-3 0  9993,2 51030  97.4895 179.2023 0008866 263.8708 159.5866 15.13016543 14755
51031,SANOSAT-1,2022,Active,+,LEO,-1.0,0,95.09,USA,Spain,Unknown,Unknown,Unknown,1 51031U 22002AZ  22111.12148518  .00010081  00000+0  54862-3 0  9990,2 51031  97.4968 179.3749 0012173 259.0043 100.9820 15.14579079 14757
51032,UNICORN-2D,2022,Active,+,LEO,-1.0,0,94.97,USA,Germany,Unknown,Unknown,Unknown,1 51032U 22002BA  22111.12553694  .00024742  00000+0  12514-2 0  9992,2 51032  97.4793 179.3019 0010372 236.6788 152.9136 15.16980277 14766
51035,FLOCK 4X-17,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51035U 22002BD  22111.18563722  .00009346  00000+0  51961-3 0  9997,2 51035  97.4916 179.2274 0007629 263.9377  96.0986 15.13874613 14759
51036,LEMUR-2-ROHOVITHSA,2022,Active,+,LEO,-1.0,0,95.18,USA,USA,Unknown,Unknown,Unknown,1 51036U 22002BE  22111.20051332  .00008690  00000+0  49434-3 0  9993,2 51036  97.4920 179.2125 0008055 271.9424  88.0884 15.13071437 14757
51037,FLOCK 4X-10,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51037U 22002BF  22111.16249141  .00008911  00000+0  49528-3 0  9996,2 51037  97.4928 179.2745 0010560 263.5858  96.4171 15.13877148 14740
51038,MDASAT-1C,2022,Active,+,LEO,-1.0,0,95.18,USA,South Africa,Unknown,Unknown,Unknown,1 51038U 22002BG  22111.19169069  .00005455  00000+0  31181-3 0  9996,2 51038  97.4937 179.2456 0008763 270.6941  89.3286 15.13066311 14755
51039,FLOCK 4X-36,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51039U 22002BH  22111.17278072  .00015086  00000+0  83473-3 0  9992,2 51039  97.4928 179.2613 0008665 266.4871  93.5369 15.13919028 14758
51040,FLOCK 4X-21,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51040U 22002BJ  22110.84764247  .00004654  00000+0  26056-3 0  9994,2 51040  97.4905 178.8979 0007784 262.3395  97.6952 15.13899765 14705
51041,FLOCK 4X-31,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51041U 22002BK  22110.91557595  .00005277  00000+0  29472-3 0  9996,2 51041  97.4875 178.9128 0007954 255.7711 104.2637 15.13920277 14715
51042,FLOCK 4X-34,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51042U 22002BL  22110.91547052  .00004528  00000+0  25362-3 0  9996,2 51042  97.4928 178.9878 0008199 268.0520  91.9773 15.13893047 14711
51043,FLOCK 4X-6,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51043U 22002BM  22110.85014711  .00013439  00000+0  74594-3 0  9993,2 51043  97.4911 178.9004 0007865 263.4651  96.5685 15.13837541 14707
51044,IRIS-A,2022,Active,+,LEO,-1.0,0,95.19,USA,Taiwan,Unknown,Unknown,Unknown,1 51044U 22002BN  22111.13611680  .00005169  00000+0  29729-3 0  9995,2 51044  97.4856 179.0603 0007951 259.3998 100.6337 15.12873382 14744
51045,FLOCK 4X-28,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51045U 22002BP  22110.51570908  .00010657  00000+0  59123-3 0  9993,2 51045  97.4882 178.5382 0008311 254.9674 105.0638 15.13910181 14658
51046,FLOCK 4X-19,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51046U 22002BQ  22110.84528505  .00005347  00000+0  29875-3 0  9997,2 51046  97.4918 178.9177 0007980 266.2677  93.7642 15.13904047 14703
51047,FLOCK 4X-9,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51047U 22002BR  22110.90961892  .00004733  00000+0  26474-3 0  9995,2 51047  97.4926 178.9927 0008535 267.9739  92.0515 15.13916258 14719
51048,FLOCK 4X-35,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51048U 22002BS  22110.91151755  .00004533  00000+0  25357-3 0  9993,2 51048  97.4863 178.9038 0008087 259.0251 101.0071 15.13936514 14711
51049,FLOCK 4X-11,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51049U 22002BT  22110.45513767  .00005757  00000+0  32142-3 0  9997,2 51049  97.4868 178.4545 0007772 265.4820  94.5523 15.13896399 14644
51050,MDASAT-1B,2022,Active,+,LEO,-1.0,0,95.19,USA,South Africa,Unknown,Unknown,Unknown,1 51050U 22002BU  22110.87377596  .00004880  00000+0  28105-3 0  9993,2 51050  97.4929 178.8957 0007963 272.5848  87.4471 15.12851911 14706
51051,KEPLER-19,2022,Active,+,LEO,-1.0,0,95.2,USA,Canada,Unknown,Unknown,Unknown,1 51051U 22002BV  22110.87841984  .00003418  00000+0  19909-3 0  9999,2 51051  97.4878 178.8117 0007621 264.1523  95.8839 15.12652561 14707
51052,FLOCK 4X-40,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51052U 22002BW  22111.18611886  .00014909  00000+0  82575-3 0  9997,2 51052  97.4869 179.1623 0007474 261.2318  98.8067 15.13893301 14751
51053,HYPSO-1,2022,Active,+,LEO,-1.0,0,95.21,USA,Norway,Unknown,Unknown,Unknown,1 51053U 22002BX  22111.16106757  .00003601  00000+0  20997-3 0  9999,2 51053  97.4833 179.0212 0007175 271.9504 140.7979 15.12581207 14745
51054,LEMUR-2-MIRIWARI,2022,Active,+,LEO,-1.0,0,95.18,USA,USA,Unknown,Unknown,Unknown,1 51054U 22002BY  22110.87085748  .00005644  00000+0  32235-3 0  9990,2 51054  97.4914 178.8752 0007197 269.8076  90.2331 15.13091217 14701
51056,FLOCK 4X-24,2022,Active,+,LEO,-1.0,0,95.14,USA,USA,Unknown,Unknown,Unknown,1 51056U 22002CA  22110.46021193  .00008488  00000+0  47267-3 0  9991,2 51056  97.4881 178.4569 0007643 259.3207 100.7164 15.13847574 14643
51057,KEPLER-16 (ASTRAEUS),2022,Active,+,LEO,-1.0,0,95.17,USA,Canada,Unknown,Unknown,Unknown,1 51057U 22002CB  22110.80441909  .00003461  00000+0  19777-3 0  9992,2 51057  97.4883 178.7665 0007319 262.5340  97.5060 15.13341752 14690
51058,LEMUR-2-DJIRANG,2022,Active,+,LEO,-1.0,0,95.18,USA,USA,Unknown,Unknown,Unknown,1 51058U 22002CC  22110.80551326  .00006328  00000+0  36094-3 0  9994,2 51058  97.4893 178.7842 0007023 267.6150  92.4277 15.13092479 14699
51059,KEPLER-17 (KARINA),2022,Active,+,LEO,-1.0,0,95.2,USA,Canada,Unknown,Unknown,Unknown,1 51059U 22002CD  22110.88051580  .00014075  00000+0  79923-3 0  9996,2 51059  97.4898 178.8475 0007678 274.6219  85.4134 15.13011482 14709
51060,ETV-A1,2022,Active,+,LEO,-1.0,0,95.22,USA,UK,Unknown,Unknown,Unknown,1 51060U 22002CE  22111.17107987  .00002735  00000+0  16154-3 0  9991,2 51060  97.4925 179.1161 0008319 280.0131 132.6533 15.12319127 14743
51061,BRO-5,2022,Active,+,LEO,-1.0,0,95.2,USA,France,Unknown,Unknown,Unknown,1 51061U 22002CF  22111.16201332  .00005606  00000+0  32356-3 0  9992,2 51061  97.4940 179.1537 0008173 280.6363 131.4612 15.12713542 14743
51064,FLOCK 4X-4,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51064U 22002CJ  22110.90778036  .00004940  00000+0  27610-3 0  9993,2 51064  97.4879 178.9293 0008449 255.0710 104.9586 15.13923414 14715
51065,FLOCK 4X-7,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51065U 22002CK  22110.91049782  .00004663  00000+0  26137-3 0  9999,2 51065  97.4911 178.9749 0008161 264.0242  96.0059 15.13850300 14719
51066,FLOCK 4X-14,2022,Active,+,LEO,-1.0,0,95.13,USA,USA,Unknown,Unknown,Unknown,1 51066U 22002CL  22110.90885869  .00005117  00000+0  28588-3 0  9990,2 51066  97.4941 179.0137 0008838 268.5191  91.5029 15.13920316 14711
51067,DEWASAT-1,2022,Active,+,LEO,-1.0,0,95.21,USA,UAE,Unknown,Unknown,Unknown,1 51067U 22002CM  22111.16245961  .00005694  00000+0  32993-3 0  9998,2 51067  97.4872 179.0456 0006869 279.6637  80.3818 15.12572389 14746
51070,ICEYE-X14,2022,Active,+,LEO,-1.0,0,95.15,USA,Finland,Unknown,Unknown,Unknown,1 51070U 22002CQ  22111.17209988  .00006298  00000+0  35372-3 0  9997,2 51070  97.4901 179.2325 0010119 261.6231 150.9007 15.13631745 14752
51071,CAPELLA-8-WHITNEY,2022,Active,+,LEO,-1.0,0,95.04,USA,USA,Unknown,Unknown,Unknown,1 51071U 22002CR  22111.10885782  .00018509  00000+0  97525-3 0  9999,2 51071  97.4901 179.3026 0009711 258.0962 101.9182 15.15604598 14757
51072,CAPELLA-7-WHITNEY,2022,Active,+,LEO,-1.0,0,95.03,USA,USA,Unknown,Unknown,Unknown,1 51072U 22002CS  22110.90730646  .00006346  00000+0  33652-3 0  9992,2 51072  97.4901 179.1101 0009194 261.2369  98.7822 15.15681028 14726
51074,DELFI-PQ,2022,Active,+,LEO,-1.0,0,95.01,USA,Netherlands,Unknown,Unknown,Unknown,1 51074U 22002CU  22110.90437136  .00009746  00000+0  50962-3 0  9992,2 51074  97.5095 179.5188 0012582 294.0042  65.9873 15.16005092 14734
51075,USA 320,2022,Active,+,LEO,-1.0,0,95.2,USA,USA,Unknown,Unknown,Unknown,1 51075U 22002CV  22110.45418886  .00009451  00000+0  54300-3 0  9997,2 51075  97.4912 178.4946 0007021 319.7694  40.3016 15.12697319 14643
51077,USA 321,2022,Active,+,LEO,-1.0,0,95.2,USA,USA,Unknown,Unknown,Unknown,1 51077U 22002CX  22110.84999588  .00007524  00000+0  43341-3 0  9997,2 51077  97.4981 178.9356 0002049 331.6593  28.4526 15.12691889 14703
51078,USA 322,2022,Active,+,LEO,-1.0,0,95.2,USA,USA,Unknown,Unknown,Unknown,1 51078U 22002CY  22110.85228382  .00007167  00000+0  41330-3 0  9995,2 51078  97.4985 178.9335 0002263 319.3640  40.7422 15.12667301 14703
51079,USA 323,2022,Active,+,LEO,-1.0,0,95.2,USA,USA,Unknown,Unknown,Unknown,1 51079U 22002CZ  22110.45195348  .00004375  00000+0  25377-3 0  9998,2 51079  97.4926 178.5504 0002565 320.3847  39.7196 15.12676831 14646
51080,HADES,2022,Active,+,LEO,-1.0,0,95.03,USA,Spain,Unknown,Unknown,Unknown,1 51080U 22002DA  22110.91756795  .00007781  00000+0  41308-3 0  9996,2 51080  97.5103 179.5172 0012290 294.7400  65.2553 15.15540191 14736
51081,EASAT-2,2022,Active,+,LEO,-1.0,0,95.03,USA,Spain,Unknown,Unknown,Unknown,1 51081U 22002DB  22110.45599919  .00008461  00000+0  44885-3 0  9998,2 51081  97.5103 179.0492 0012613 296.3113  63.6824 15.15534638 14669
51084,DODONA,2022,Active,+,LEO,-1.0,0,95.1,USA,USA,Unknown,Unknown,Unknown,1 51084U 22002DE  22111.13138051  .00008537  00000+0  46865-3 0  9997,2 51084  97.4907 179.2818 0006086 251.1141 108.9431 15.14363507 14755
51085,VZLUSAT-2,2022,Active,+,LEO,-1.0,0,95.25,USA,Czech Republic,Unknown,Unknown,Unknown,1 51085U 22002DF  22111.12814828  .00003902  00000+0  23074-3 0  9998,2 51085  97.4903 178.9982 0013191 272.1143 155.2105 15.11976344 14737
51086,LABSAT,2022,Active,+,LEO,-1.0,0,95.11,USA,Poland,Unknown,Unknown,Unknown,1 51086U 22002DG  22111.15032632  .00006158  00000+0  34043-3 0  9991,2 51086  97.4839 179.2076 0005951 247.6770 196.0843 15.14233067 14757
51087,STORK-1,2022,Active,+,LEO,-1.0,0,95.2,USA,Poland,Unknown,Unknown,Unknown,1 51087U 22002DH  22111.16142735  .00008086  00000+0  46308-3 0  9998,2 51087  97.4966 179.1657 0012026 267.7700 144.3692 15.12822276 14741
51088,STORK-2,2022,Active,+,LEO,-1.0,0,95.13,USA,Poland,Unknown,Unknown,Unknown,1 51088U 22002DJ  22111.16378438  .00007992  00000+0  44305-3 0  9990,2 51088  97.4847 179.1837 0008626 245.0718 167.1137 15.14020689 14757
51089,SW1FT,2022,Active,+,LEO,-1.0,0,95.17,USA,Poland,Unknown,Unknown,Unknown,1 51089U 22002DK  22111.13282513  .00007944  00000+0  44863-3 0  9992,2 51089  97.4873 179.1178 0008384 260.8397 153.5317 15.13361829 14745
51094,OBJECT A,2022,Active,+,LEO,-1.0,0,94.55,Western Range Airspace,To Be Determined,Unknown,Unknown,Unknown,1 51094U 22003A   22111.11233116  .00011871  00000+0  50233-3 0  9994,2 51094  44.9841  24.3621 0005917 162.9423 197.1658 15.23289134 14817
51095,TECHEDSAT 13,2022,Active,+,LEO,-1.0,0,94.55,Western Range Airspace,Spain,Unknown,Unknown,Unknown,1 51095U 22003B   22111.16252845  .00009203  00000+0  39217-3 0  9995,2 51095  44.9825  23.8786 0004379 155.1225 204.9868 15.23298449 14810
