SatCatId,ObjectName,LaunchYear,Status,StatusCode,OrbitClass,LaunchMass,UcsData,OrbitalPeriod,LaunchSiteCountry,Owner,UseType,Purpose,LaunchVehicleClass,TLE1,TLE2
51096,OBJECT C,2022,Active,+,LEO,-1.0,0,94.53,Western Range Airspace,To Be Determined,Unknown,Unknown,Unknown,1 51096U 22003C   22110.49010951  .00008137  00000+0  34606-3 0  9993,2 51096  44.9784  27.3129 0003626 120.9913 239.1325 15.23505705 14716
51097,GEARRS-3,2022,Active,+,LEO,-1.0,0,94.53,Western Range Airspace,USA,Unknown,Unknown,Unknown,1 51097U 22003D   22110.48412170  .00008318  00000+0  35233-3 0  9990,2 51097  44.9799  27.2912 0003232 109.9465 250.1764 15.23615764 14711
51098,STORK-3,2022,Active,+,LEO,-1.0,0,94.43,Western Range Airspace,Poland,Unknown,Unknown,Unknown,1 51098U 22003E   22111.22126124  .00015893  00000+0  62607-3 0  9996,2 51098  44.9810  22.3568 0000704 190.2790 301.8550 15.25487357 14831
51099,STEAMSAT-2,2022,Active,+,LEO,-1.0,0,94.43,Western Range Airspace,Poland,Unknown,Unknown,Unknown,1 51099U 22003F   22111.06643497  .00014489  00000+0  57532-3 0  9997,2 51099  44.9766  23.2191 0001054 195.0315 165.0536 15.25285311 14817
51100,LEMUR-2-KRYWE,2022,Active,+,LEO,-1.0,0,94.33,Western Range Airspace,USA,Unknown,Unknown,Unknown,1 51100U 22003G   22111.15075681  .00046319  00000+0  16857-2 0  9995,2 51100  44.9914  22.2391 0002504 218.9057 141.1646 15.27577740 14814
51102,SHIYAN-13 (SY-13),2022,Active,+,LEO,-1.0,0,101.42,PRC,China,Unknown,Unknown,Unknown,1 51102U 22004A   22111.24483589  .00005498  00000+0  26672-3 0  9998,2 51102  98.6565 174.4581 0648543 232.2267 121.8465 14.19940844 13368
51104,STARLINK-3366,2022,Active,+,LEO,-1.0,0,92.18,USA,USA,Unknown,Unknown,Unknown,1 51104U 22005A   22110.91667824 -.00641555  00000+0 -13865-1 0  9990,2 51104  53.2173 182.0327 0001718  40.3741 118.4594 15.46360631  3676
51105,STARLINK-3350,2022,Active,+,LEO,-1.0,0,92.12,USA,USA,Unknown,Unknown,Unknown,1 51105U 22005B   22111.25001157 -.00640757  00000+0 -13650-1 0  9995,2 51105  53.2175 180.4569 0001743  39.3035 230.3346 15.46771480 15806
51106,STARLINK-3176,2022,Active,+,LEO,-1.0,0,92.22,USA,USA,Unknown,Unknown,Unknown,1 51106U 22005C   22111.25001157 -.00638790  00000+0 -14299-1 0  9990,2 51106  53.2175 180.4457 0001916  35.1904 135.3842 15.45332055 15809
51107,STARLINK-3368,2022,Active,+,LEO,-1.0,0,93.82,USA,USA,Unknown,Unknown,Unknown,1 51107U 22005D   22111.25001157 -.00721143  00000+0 -42281-1 0  9998,2 51107  53.2177 186.7722 0002112  31.0007  64.9228 15.13895911 15720
51108,STARLINK-3362,2022,Active,+,LEO,-1.0,0,92.11,USA,USA,Unknown,Unknown,Unknown,1 51108U 22005E   22111.25001157 -.00641073  00000+0 -13603-1 0  9998,2 51108  53.2175 180.4563 0001746  38.6487 239.5579 15.46885920 15791
51109,STARLINK-3358,2022,Active,+,LEO,-1.0,0,92.64,USA,USA,Unknown,Unknown,Unknown,1 51109U 22005F   22110.91667824 -.00422187  00000+0 -10079-1 0  9997,2 51109  53.2175 182.8767 0001665  36.3423  33.3355 15.42617788 15736
51110,STARLINK-3344,2022,Active,+,LEO,-1.0,0,92.1,USA,USA,Unknown,Unknown,Unknown,1 51110U 22005G   22111.25001157 -.00641438  00000+0 -13503-1 0  9995,2 51110  53.2176 180.4547 0001836  34.2713 260.9694 15.47114661 15807
51111,STARLINK-3173,2022,Active,+,LEO,-1.0,0,92.19,USA,USA,Unknown,Unknown,Unknown,1 51111U 22005H   22110.91667824 -.00641285  00000+0 -13914-1 0  9993,2 51111  53.2173 182.0327 0001653  41.5036 108.6035 15.46246173  3677
51112,STARLINK-3374,2022,Active,+,LEO,-1.0,0,92.23,USA,USA,Unknown,Unknown,Unknown,1 51112U 22005J   22111.25001157 -.00639478  00000+0 -12815-1 0  9993,2 51112  53.2177 180.4554 0001882  35.3265 136.3735 15.48511745 15800
51113,STARLINK-3372,2022,Active,+,LEO,-1.0,0,92.21,USA,USA,Unknown,Unknown,Unknown,1 51113U 22005K   22111.25001157 -.00638787  00000+0 -14243-1 0  9993,2 51113  53.2175 180.4458 0001845  38.2738 141.3017 15.45446352 15805
51114,STARLINK-3375,2022,Active,+,LEO,-1.0,0,92.11,USA,USA,Unknown,Unknown,Unknown,1 51114U 22005L   22111.25001157 -.00641275  00000+0 -13553-1 0  9993,2 51114  53.2176 180.4555 0001896  32.7319 254.0090 15.47000315 15805
51115,STARLINK-3397,2022,Active,+,LEO,-1.0,0,92.19,USA,USA,Unknown,Unknown,Unknown,1 51115U 22005M   22110.91667824 -.00641040  00000+0 -13963-1 0  9990,2 51115  53.2173 182.0327 0001797  35.6802 105.6664 15.46131734  3676
51116,STARLINK-3243,2022,Active,+,LEO,-1.0,0,92.22,USA,USA,Unknown,Unknown,Unknown,1 51116U 22005N   22111.25001157 -.00638624  00000+0 -14351-1 0  9996,2 51116  53.2175 180.4454 0002021  32.6200 128.9196 15.45217668 15808
51117,STARLINK-3391,2022,Active,+,LEO,-1.0,0,92.16,USA,USA,Unknown,Unknown,Unknown,1 51117U 22005P   22110.91667824 -.00642316  00000+0 -13773-1 0  9998,2 51117  53.2173 182.0321 0001687  41.5721 134.6108 15.46589565  3670
51118,STARLINK-3394,2022,Active,+,LEO,-1.0,0,92.2,USA,USA,Unknown,Unknown,Unknown,1 51118U 22005Q   22110.91667824 -.00640721  00000+0 -14011-1 0  9993,2 51118  53.2173 182.0327 0001760  36.9569  95.5947 15.46017303 15740
51119,STARLINK-3390,2022,Active,+,LEO,-1.0,0,92.16,USA,USA,Unknown,Unknown,Unknown,1 51119U 22005R   22110.91667824 -.00642487  00000+0 -13722-1 0  9993,2 51119  53.2174 182.0317 0001773  39.8210 144.9851 15.46703970 15756
51120,STARLINK-3398,2022,Active,+,LEO,-1.0,0,92.14,USA,USA,Unknown,Unknown,Unknown,1 51120U 22005S   22110.91667824 -.00643484  00000+0 -13636-1 0  9997,2 51120  53.2174 182.0310 0001753  38.8828 163.0667 15.46933020 15751
51121,STARLINK-3399,2022,Active,+,LEO,-1.0,0,92.17,USA,USA,Unknown,Unknown,Unknown,1 51121U 22005T   22110.91667824 -.00641891  00000+0 -13818-1 0  9990,2 51121  53.2173 182.0324 0001680  41.9856 125.5397 15.46475063  3670
51122,STARLINK-3373,2022,Active,+,LEO,-1.0,0,92.15,USA,USA,Unknown,Unknown,Unknown,1 51122U 22005U   22110.91667824 -.00642931  00000+0 -13678-1 0  9991,2 51122  53.2174 182.0315 0001683  42.7423 150.6527 15.46818460 15752
51123,STARLINK-3392,2022,Active,+,LEO,-1.0,0,92.13,USA,USA,Unknown,Unknown,Unknown,1 51123U 22005V   22110.91667824 -.00643615  00000+0 -13585-1 0  9999,2 51123  53.2175 182.0304 0001688  42.7141 167.7556 15.47047360  3677
51124,STARLINK-3389,2022,Active,+,LEO,-1.0,0,93.61,USA,USA,Unknown,Unknown,Unknown,1 51124U 22005W   22110.91667824 -.00725811  00000+0 -38202-1 0  9992,2 51124  53.2175 188.3761 0001422  52.9053 314.5084 15.17690701  3639
51125,STARLINK-3387,2022,Active,+,LEO,-1.0,0,93.74,USA,USA,Unknown,Unknown,Unknown,1 51125U 22005X   22111.25001157 -.00721504  00000+0 -40784-1 0  9995,2 51125  53.2176 186.8567 0001923  37.5956  86.1750 15.15185755 15715
51126,STARLINK-3386,2022,Active,+,LEO,-1.0,0,93.61,USA,USA,Unknown,Unknown,Unknown,1 51126U 22005Y   22110.91667824 -.00725409  00000+0 -38038-1 0  9994,2 51126  53.2175 188.3755 0001538  45.2124 339.5196 15.17818359 15664
51127,STARLINK-3370,2022,Active,+,LEO,-1.0,0,93.6,USA,USA,Unknown,Unknown,Unknown,1 51127U 22005Z   22110.91667824 -.00725016  00000+0 -37876-1 0  9998,2 51127  53.2175 188.3749 0001493  47.6241 354.3876 15.17946032  3638
51128,STARLINK-3400,2022,Active,+,LEO,-1.0,0,93.71,USA,USA,Unknown,Unknown,Unknown,1 51128U 22005AA  22111.16667824 -.00722440  00000+0 -40112-1 0  9992,2 51128  53.2173 187.2369 0001887  36.6179  64.3640 15.15816821 15706
51129,STARLINK-3396,2022,Active,+,LEO,-1.0,0,93.91,USA,USA,Unknown,Unknown,Unknown,1 51129U 22005AB  22111.25001157 -.00720872  00000+0 -44244-1 0  9991,2 51129  53.2177 186.7498 0002017  33.0467  59.1192 15.12270709 15727
51130,STARLINK-3395,2022,Active,+,LEO,-1.0,0,93.73,USA,USA,Unknown,Unknown,Unknown,1 51130U 22005AC  22111.25001157 -.00721721  00000+0 -40648-1 0  9991,2 51130  53.2176 186.8574 0002004  36.8620 104.9791 15.15313797 15713
51131,STARLINK-3388,2022,Active,+,LEO,-1.0,0,93.71,USA,USA,Unknown,Unknown,Unknown,1 51131U 22005AD  22111.25001157 -.00722190  00000+0 -40386-1 0  9992,2 51131  53.2176 186.8585 0001856  43.5295 134.4032 15.15565761 15719
51132,STARLINK-3393,2022,Active,+,LEO,-1.0,0,93.72,USA,USA,Unknown,Unknown,Unknown,1 51132U 22005AE  22111.25001157 -.00721922  00000+0 -40517-1 0  9991,2 51132  53.2176 186.8579 0001968  38.3206 121.6172 15.15437686 15718
51133,STARLINK-3356,2022,Active,+,LEO,-1.0,0,93.7,USA,USA,Unknown,Unknown,Unknown,1 51133U 22005AF  22111.25001157 -.00722500  00000+0 -40117-1 0  9991,2 51133  53.2175 186.8593 0001527  65.0045 148.8710 15.15817638 15711
51134,STARLINK-3183,2022,Active,+,LEO,-1.0,0,92.6,USA,USA,Unknown,Unknown,Unknown,1 51134U 22005AG  22111.25001157 -.00420832  00000+0 -99148-2 0  9994,2 51134  53.2175 181.2985 0001860  38.5228 169.1721 15.43002782 15797
51135,STARLINK-3363,2022,Active,+,LEO,-1.0,0,93.69,USA,USA,Unknown,Unknown,Unknown,1 51135U 22005AH  22111.25001157 -.00722579  00000+0 -39973-1 0  9997,2 51135  53.2175 186.8596 0001859  43.3438 188.4126 15.15945602 15713
51136,STARLINK-3253,2022,Active,+,LEO,-1.0,0,94.3,USA,USA,Unknown,Unknown,Unknown,1 51136U 22005AJ  22110.91667824 -.00016440  00000+0 -10177-2 0  9998,2 51136  53.2198 188.2415 0001833  43.7433 230.8542 15.08821214  3610
51137,STARLINK-3180,2022,Active,+,LEO,-1.0,0,93.67,USA,USA,Unknown,Unknown,Unknown,1 51137U 22005AK  22110.91667824 -.00726097  00000+0 -39169-1 0  9996,2 51137  53.2175 188.3743 0001677  47.3414 217.0089 15.16836618  3634
51138,STARLINK-3177,2022,Active,+,LEO,-1.0,0,93.68,USA,USA,Unknown,Unknown,Unknown,1 51138U 22005AL  22111.25001157 -.00722637  00000+0 -39829-1 0  9995,2 51138  53.2174 186.8598 0002050  35.7649 213.8340 15.16073559 15715
51139,STARLINK-3172,2022,Active,+,LEO,-1.0,0,93.65,USA,USA,Unknown,Unknown,Unknown,1 51139U 22005AM  22110.91667824 -.00726386  00000+0 -38898-1 0  9997,2 51139  53.2175 188.3741 0001738  41.9728 257.4891 15.17092412  3636
51140,STARLINK-3175,2022,Active,+,LEO,-1.0,0,93.67,USA,USA,Unknown,Unknown,Unknown,1 51140U 22005AN  22110.91667824 -.00725648  00000+0 -39287-1 0  9992,2 51140  53.2175 188.3743 0001740  45.8845 200.8524 15.16708554  3631
51141,STARLINK-3179,2022,Active,+,LEO,-1.0,0,93.64,USA,USA,Unknown,Unknown,Unknown,1 51141U 22005AP  22110.91667824 -.00726154  00000+0 -38601-1 0  9995,2 51141  53.2175 188.3736 0001484  51.4594 282.9605 15.17347934  3636
51142,STARLINK-3369,2022,Active,+,LEO,-1.0,0,92.69,USA,USA,Unknown,Unknown,Unknown,1 51142U 22005AQ  22110.91667824 -.00350759  00000+0 -79211-2 0  9993,2 51142  53.2175 184.1971 0001726  41.5281 180.1391 15.43982191 15750
51143,STARLINK-3184,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 51143U 22005AR  22110.91667824 -.00054630  00000+0 -34388-2 0  9999,2 51143  53.2149 198.2492 0002227  31.6484 113.1107 15.08857452  3589
51144,STARLINK-3185,2022,Active,+,LEO,-1.0,0,93.64,USA,USA,Unknown,Unknown,Unknown,1 51144U 22005AS  22110.91667824 -.00726252  00000+0 -38749-1 0  9990,2 51144  53.2175 188.3739 0001487  51.4469 265.5131 15.17220168  3636
51145,STARLINK-3365,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 51145U 22005AT  22110.91667824 -.00028556  00000+0 -17827-2 0  9998,2 51145  53.2164 198.2474 0002217  31.1696 133.6084 15.08848793 15523
51146,STARLINK-3354,2022,Active,+,LEO,-1.0,0,93.66,USA,USA,Unknown,Unknown,Unknown,1 51146U 22005AU  22110.91667824 -.00726299  00000+0 -39037-1 0  9994,2 51146  53.2175 188.3742 0001642  48.0145 233.9108 15.16964544  3633
51147,STARLINK-3352,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 51147U 22005AV  22110.91667824 -.00016122  00000+0 -99697-3 0  9992,2 51147  53.2186 198.2303 0001529  50.2909  74.5022 15.08845507  3582
51148,STARLINK-3359,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 51148U 22005AW  22110.91667824 -.00051870  00000+0 -32629-2 0  9993,2 51148  53.2145 198.2426 0002066  31.1114 153.6597 15.08857750 15523
51149,STARLINK-3360,2022,Active,+,LEO,-1.0,0,95.43,USA,USA,Unknown,Unknown,Unknown,1 51149U 22005AX  22110.91667824 -.00027214  00000+0 -16980-2 0  9991,2 51149  53.2143 198.2420 0002231  28.8715 175.8948 15.08843339 15524
51150,STARLINK-3357,2022,Active,+,LEO,-1.0,0,93.63,USA,USA,Unknown,Unknown,Unknown,1 51150U 22005AY  22110.91667824 -.00725976  00000+0 -38449-1 0  9996,2 51150  53.2175 188.3733 0001463  51.1123 300.7289 15.17475682  3634
51151,STARLINK-3361,2022,Active,+,LEO,-1.0,0,95.43,USA,USA,Unknown,Unknown,Unknown,1 51151U 22005AZ  22110.91667824 -.00027720  00000+0 -17301-2 0  9994,2 51151  53.2142 198.2388 0001974  33.1838 211.5808 15.08843446  3582
51152,STARLINK-3364,2022,Active,+,LEO,-1.0,0,95.44,USA,USA,Unknown,Unknown,Unknown,1 51152U 22005BA  22110.91667824 -.00063103  00000+0 -39789-2 0  9994,2 51152  53.2127 198.2375 0001955  33.0128 191.7399 15.08865448 15529
51280,USA 324,2022,Active,+,GEO,-1.0,0,1453.74,USA,USA,Unknown,Unknown,Unknown,1 51280U 22006A   22109.45138889 -.00000269  00000+0  00000+0 0  9992,2 51280   0.1059 112.2621 0000730  14.4971 199.4920  1.00278529   866
51281,USA 325,2022,Active,+,GEO,-1.0,0,1454.35,USA,USA,Unknown,Unknown,Unknown,1 51281U 22006B   22109.36918328 -.00000257  00000+0  00000+0 0  9994,2 51281   0.0991 146.3148 0003705 270.4122 237.9182  1.00514430   862
51284,L-SAR 01A,2022,Active,+,LEO,-1.0,0,96.75,PRC,China,Unknown,Unknown,Unknown,1 51284U 22007A   22111.19787549 -.00000339  00000+0 -30757-4 0  9990,2 51284  97.8095 119.3771 0001663  85.0271 275.1155 14.88411065 12678
51287,ASCENT,2021,Active,+,GEO,-1.0,0,1422.32,USA,USA,Unknown,Unknown,Unknown,1 51287U 21118E   22110.08677166 -.00000242  00000+0  00000+0 0  9990,2 51287   0.3104 102.1190 0002153 343.2025 274.7089  1.01239010   944
51288,ELSA-D CLIENT,2021,Active,+,LEO,-1.0,0,95.52,Kazakhstan,Japan,Unknown,Unknown,Unknown,1 51288U 21022AQ  22111.23565088  .00003704  00000+0  24649-3 0  9996,2 51288  97.5319  12.3275 0017678 340.0325  20.0209 15.07625416 12942
51439,GASPACS,1998,Active,+,LEO,-1.0,0,92.08,Kazakhstan,USA,Unknown,Unknown,Unknown,1 51439U 98067TB  22110.89337317  .00230662  00000+0  18556-2 0  9994,2 51439  51.6355 255.4825 0011370 320.9715  39.0461 15.69610176 13187
51440,OBJECT TC,1998,Active,+,LEO,-1.0,0,91.72,Kazakhstan,To Be Determined,Unknown,Unknown,Unknown,1 51440U 98067TC  22110.79437971  .00594715  00000+0  26940-2 0  9990,2 51440  51.6324 254.0591 0015898 318.4766  41.5028 15.81647397 13251
51441,OBJECT TD,1998,Active,+,LEO,-1.0,0,92.62,Kazakhstan,To Be Determined,Unknown,Unknown,Unknown,1 51441U 98067TD  22110.89120698  .00047340  00000+0  67089-3 0  9994,2 51441  51.6401 258.4780 0006768   6.0516 354.0556 15.55963389 13199
51442,PATCOOL,1998,Active,+,LEO,-1.0,0,92.61,Kazakhstan,USA,Unknown,Unknown,Unknown,1 51442U 98067TE  22110.49572594  .00048573  00000+0  68195-3 0  9995,2 51442  51.6394 260.3331 0006602  10.7279 349.3852 15.56207239 13091
51443,DAILI,1998,Active,+,LEO,-1.0,0,92.29,Kazakhstan,USA,Unknown,Unknown,Unknown,1 51443U 98067TF  22110.91354346  .00140835  00000+0  14387-2 0  9993,2 51443  51.6374 256.3748 0010027 335.4079  24.6437 15.64022192 13148
51444,CSG-2,2022,Active,+,LEO,-1.0,0,97.16,USA,Italy,Unknown,Unknown,Unknown,1 51444U 22008A   22111.04319106  .00000112  00000+0  20615-4 0  9992,2 51444  97.8799 295.5355 0001556  72.0212 288.1192 14.82154993 11711
51460,STARLINK-3167,2022,Active,+,LEO,-1.0,0,94.77,USA,USA,Unknown,Unknown,Unknown,1 51460U 22010E   22111.25001157  .00005577  00000+0  36833-3 0  9998,2 51460  53.2169 166.7333 0001833  48.8140 112.5335 15.08827996 13125
51461,STARLINK-3181,2022,Active,+,LEO,-1.0,0,94.78,USA,USA,Unknown,Unknown,Unknown,1 51461U 22010F   22110.91667824  .00009898  00000+0  63927-3 0  9994,2 51461  53.2164 168.2276 0001841  38.5257  11.2248 15.08829994 13137
51462,STARLINK-3166,2022,Active,+,LEO,-1.0,0,94.77,USA,USA,Unknown,Unknown,Unknown,1 51462U 22010G   22110.91667824  .00010174  00000+0  65663-3 0  9993,2 51462  53.2147 168.2256 0001907  38.9393  30.8310 15.08825327  3609
51463,STARLINK-3419,2022,Active,+,LEO,-1.0,0,94.75,USA,USA,Unknown,Unknown,Unknown,1 51463U 22010H   22110.91667824  .00000393  00000+0  42766-4 0  9996,2 51463  53.2151 168.2227 0001816  44.6045 165.1325 15.08849447 13079
51464,STARLINK-3189,2022,Active,+,LEO,-1.0,0,94.76,USA,USA,Unknown,Unknown,Unknown,1 51464U 22010J   22111.25001157 -.00032099  00000+0 -20062-2 0  9999,2 51464  53.2167 166.7312 0002070  39.8382  81.4813 15.08865911 13131
51465,STARLINK-3401,2022,Active,+,LEO,-1.0,0,94.75,USA,USA,Unknown,Unknown,Unknown,1 51465U 22010K   22111.25001157  .00083507  00000+0  52121-2 0  9999,2 51465  53.2169 166.7339 0002048  47.1663  94.2057 15.08778698 13184
51467,STARLINK-3178,2022,Active,+,LEO,-1.0,0,94.89,USA,USA,Unknown,Unknown,Unknown,1 51467U 22010M   22111.25001157 -.00013097  00000+0 -80622-3 0  9998,2 51467  53.2156 166.7418 0001866  41.0850 200.2504 15.08842496 13171
51468,STARLINK-3174,2022,Active,+,LEO,-1.0,0,94.77,USA,USA,Unknown,Unknown,Unknown,1 51468U 22010N   22111.25001157 -.00051387  00000+0 -32308-2 0  9990,2 51468  53.2172 166.7334 0001810  41.7007 139.6158 15.08873217 13183
51469,STARLINK-3182,2022,Active,+,LEO,-1.0,0,94.76,USA,USA,Unknown,Unknown,Unknown,1 51469U 22010P   22111.25001157  .00024701  00000+0  15650-2 0  9990,2 51469  53.2164 166.7319 0001731  42.7571  58.5665 15.08831410 13188
51471,STARLINK-3165,2022,Active,+,LEO,-1.0,0,93.95,USA,USA,Unknown,Unknown,Unknown,1 51471U 22010R   22110.84483982 -.00214380  00000+0 -12719-1 0  9995,2 51471  53.2172 163.5567 0002079  32.9285 327.1838 15.11943500 12699
51472,STARLINK-3415,2022,Active,+,LEO,-1.0,0,94.76,USA,USA,Unknown,Unknown,Unknown,1 51472U 22010S   22111.25001157  .00054524  00000+0  34221-2 0  9995,2 51472  53.2170 166.7331 0001982  41.1136 160.2582 15.08791104 13185
51509,LIGHT-1,1998,Active,+,LEO,-1.0,0,92.67,Kazakhstan,UAE,Unknown,Unknown,Unknown,1 51509U 98067TG  22110.53808128  .00036572  00000+0  54324-3 0  9994,2 51509  51.6414 260.6175 0009101   3.6431 356.4625 15.54781204 11873
51510,GT-1,1998,Active,+,LEO,-1.0,0,92.32,Kazakhstan,USA,Unknown,Unknown,Unknown,1 51510U 98067TH  22110.83097352  .00151132  00000+0  15706-2 0  9998,2 51510  51.6366 257.3175 0009749 328.7160  31.3253 15.63551497 11967
51511,COSMOS 2553,2022,Active,+,LEO,-1.0,0,127.11,Russia,Russia/USSR,Unknown,Unknown,Unknown,1 51511U 22011A   22110.95211306 -.00000059  00000+0 -66507-3 0  9994,2 51511  67.0887 117.1501 0004404 268.1141  91.9298 11.32921992  8467
51622,ONEWEB-0410,2022,Active,+,LEO,-1.0,0,96.42,French Guiana,UK,Unknown,Unknown,Unknown,1 51622U 22012A   22110.91667824  .00022411  00000+0  21180-2 0  9995,2 51622  87.1867 337.1017 0001672 120.9164 271.1966 14.93597440 11703
51623,ONEWEB-0411,2022,Active,+,LEO,-1.0,0,99.88,French Guiana,UK,Unknown,Unknown,Unknown,1 51623U 22012B   22110.91667824 -.01401515  00000+0 -87225+0 0  9994,2 51623  87.5582 339.4593 0018307  23.0675 129.7805 14.08811793 11525
51624,ONEWEB-0415,2022,Active,+,LEO,-1.0,0,99.84,French Guiana,UK,Unknown,Unknown,Unknown,1 51624U 22012C   22110.91667824 -.01351263  00000+0 -82633+0 0  9997,2 51624  87.5595 339.4623 0018354  20.1799 277.9568 14.09635768  3486
51625,ONEWEB-0416,2022,Active,+,LEO,-1.0,0,99.55,French Guiana,UK,Unknown,Unknown,Unknown,1 51625U 22012D   22110.91667824 -.01400208  00000+0 -80833+0 0  9992,2 51625  87.5867 339.4565 0016236  19.8392  61.0419 14.12942277  3493
51626,ONEWEB-0422,2022,Active,+,LEO,-1.0,0,96.41,French Guiana,UK,Unknown,Unknown,Unknown,1 51626U 22012E   22111.16667824 -.00024495  00000+0 -23314-2 0  9994,2 51626  87.2424 337.3828 0004678  91.6336  47.3316 14.93674090 11735
51627,ONEWEB-0423,2022,Active,+,LEO,-1.0,0,96.42,French Guiana,UK,Unknown,Unknown,Unknown,1 51627U 22012F   22111.16667824 -.00025819  00000+0 -24600-2 0  9995,2 51627  87.1879 337.0268 0002896  97.9532 195.2845 14.93642877 11740
51628,ONEWEB-0425,2022,Active,+,LEO,-1.0,0,99.6,French Guiana,UK,Unknown,Unknown,Unknown,1 51628U 22012G   22110.91667824 -.01351315  00000+0 -76982+0 0  9999,2 51628  87.5875 339.4562 0015219   4.5433 157.1622 14.13533824  3497
51629,ONEWEB-0428,2022,Active,+,LEO,-1.0,0,99.87,French Guiana,UK,Unknown,Unknown,Unknown,1 51629U 22012H   22111.16667824 -.01402244  00000+0 -88522+0 0  9999,2 51629  87.5604 339.3899 0017172  21.1751 252.8519 14.08038784 11551
51630,ONEWEB-0431,2022,Active,+,LEO,-1.0,0,99.53,French Guiana,UK,Unknown,Unknown,Unknown,1 51630U 22012J   22111.16667824 -.01357165  00000+0 -73412+0 0  9994,2 51630  87.5994 339.3710 0015575   7.8626 196.5314 14.16348985 11591
51631,ONEWEB-0434,2022,Active,+,LEO,-1.0,0,99.64,French Guiana,UK,Unknown,Unknown,Unknown,1 51631U 22012K   22110.91667824 -.01361512  00000+0 -78826+0 0  9992,2 51631  87.5744 339.4629 0014312   5.7930 115.3244 14.12691160  3491
51632,ONEWEB-0435,2022,Active,+,LEO,-1.0,0,99.79,French Guiana,UK,Unknown,Unknown,Unknown,1 51632U 22012L   22110.91667824 -.01299797  00000+0 -78200+0 0  9994,2 51632  87.5637 339.4619 0017305  18.0298  34.1595 14.10394691  3484
51633,ONEWEB-0436,2022,Active,+,LEO,-1.0,0,96.41,French Guiana,UK,Unknown,Unknown,Unknown,1 51633U 22012M   22111.16667824 -.00022834  00000+0 -21741-2 0  9999,2 51633  87.1837 336.9981 0001001  68.3150 342.8967 14.93662100 11753
51634,ONEWEB-0438,2022,Active,+,LEO,-1.0,0,99.52,French Guiana,UK,Unknown,Unknown,Unknown,1 51634U 22012N   22110.91667824 -.01367203  00000+0 -76940+0 0  9993,2 51634  87.5938 339.4453 0018185  15.2639  83.0067 14.14216705  3504
51635,ONEWEB-0439,2022,Active,+,LEO,-1.0,0,99.61,French Guiana,UK,Unknown,Unknown,Unknown,1 51635U 22012P   22110.91667824 -.01364071  00000+0 -78822+0 0  9995,2 51635  87.5834 339.4496 0014755   1.4699 183.5632 14.12800046  3496
51636,ONEWEB-0442,2022,Active,+,LEO,-1.0,0,96.41,French Guiana,UK,Unknown,Unknown,Unknown,1 51636U 22012Q   22111.16667824 -.00024320  00000+0 -23153-2 0  9993,2 51636  87.1815 336.9756 0004180  95.6094  15.3732 14.93665164 11758
51637,ONEWEB-0443,2022,Active,+,LEO,-1.0,0,96.41,French Guiana,UK,Unknown,Unknown,Unknown,1 51637U 22012R   22111.16667824 -.00022879  00000+0 -21784-2 0  9999,2 51637  87.1837 336.9994 0001609 131.0402 276.8839 14.93661592 11751
51638,ONEWEB-0444,2022,Active,+,LEO,-1.0,0,99.52,French Guiana,UK,Unknown,Unknown,Unknown,1 51638U 22012S   22110.91667824 -.01377124  00000+0 -77145+0 0  9998,2 51638  87.5815 339.4674 0015841  23.7306 175.4247 14.14513062  3498
51639,ONEWEB-0445,2022,Active,+,LEO,-1.0,0,99.51,French Guiana,UK,Unknown,Unknown,Unknown,1 51639U 22012T   22111.16667824 -.01394381  00000+0 -78006+0 0  9998,2 51639  87.5963 339.3965 0015096   7.7501 293.0402 14.14641215 11598
